quarter,TSO,wind_mwh,load_mwh,S,cr_hat
2045Q3,50Hertz,6613085.122883244,26545510.69189496,0.24912254277716317,0.0334505113277143
2045Q4,50Hertz,12320392.3586423,29266172.976946644,0.4209772274751208,0.03848413467717718
2046Q1,50Hertz,13250266.398472717,29972518.630594905,0.44208051254482517,0.03910224985200603
2046Q2,50Hertz,8015657.694580762,26449204.58331983,0.3030585539663385,0.03503029698078443
2046Q3,50Hertz,6679215.974112077,26678238.24535443,0.2503619584128705,0.03348681380904934
2046Q4,50Hertz,12443596.282228725,29412503.84183138,0.4230716415421612,0.038545480060748344
2021Q1,Amprion,6607879.562974096,43397052.420583755,0.15226563082980027,0.0034787359242224973
2021Q2,Amprion,3478748.138202513,39140322.7988437,0.0888788821717455,0.0040932599068450905
2021Q3,Amprion,2928110.483509553,39256092.77548496,0.07458996238510342,0.004231788606937147
2021Q4,Amprion,5919954.583392162,42203211.27664723,0.14027260969754488,0.0035950062688276246
2022Q1,Amprion,6673958.358603838,43614037.68268667,0.15302317128168985,0.0034713916955730027
2022Q2,Amprion,3513535.6195845385,39336024.412837915,0.08932106566513728,0.004088973011442471
2022Q3,Amprion,2957391.588344649,39452373.239362374,0.07496105672532784,0.004228190909047424
2022Q4,Amprion,5979154.129226084,42414227.33303046,0.14097048337763218,0.0035882404996040243
2023Q1,Amprion,6740697.942189876,43832107.871100105,0.153784480591549,0.003464010928472514
2023Q2,Amprion,3548670.975780384,39532704.5349021,0.08976544907640663,0.004084664788202033
2023Q3,Amprion,2986965.5042280955,39649635.105559185,0.07533399730605086,0.004224575312163224
2023Q4,Amprion,6038945.670518344,42626298.469695605,0.14167182906607814,0.0035814410698370228
2024Q1,Amprion,6808104.921611775,44051268.4104556,0.15454957750991494,0.0034565934411376967
2024Q2,Amprion,3584157.6855381876,39730368.05757661,0.0902120433504186,0.004080335131015123
2024Q3,Amprion,3016835.1592703764,39847883.28108698,0.07570879331254864,0.00422094172723483
2024Q4,Amprion,6099335.127223528,42839429.96204408,0.14237666403655616,0.0035746078120612312
2025Q1,Amprion,6876185.970827892,44271524.75250787,0.15531848088061104,0.0034491390508808104
2025Q2,Amprion,3619999.2623935696,39929019.89786448,0.09066085948649036,0.004075983933245191
2025Q3,Amprion,3047003.51086308,40047122.697492406,0.07608545397579516,0.004217290064769473
2025Q4,Amprion,6160328.478495764,43053627.1118543,0.14308500564867835,0.0035677405579780976
2026Q1,Amprion,6944947.830536172,44492882.3762704,0.15609120964121115,0.0034416475741052346
2026Q2,Amprion,3656199.255017505,40128664.99735381,0.09111190853866194,0.00407161108772516
2026Q3,Amprion,3077473.545971711,40247358.310979865,0.07646398857268967,0.004213620234829164
2026Q4,Amprion,6221931.763280721,43268895.24741357,0.14379687134842303,0.0035608391384517636
2027Q1,Amprion,7014397.308841534,44715346.788151756,0.15686778282350572,0.0034341188263009303
2027Q2,Amprion,3692761.24756768,40329308.32234057,0.09156520161596873,0.004067216486754781
2027Q3,Amprion,3108248.2814314286,40448595.10253476,0.07684440642628515,0.004209932147028458
2027Q4,Amprion,6284151.080913529,43485239.72365063,0.14451227866856448,0.0035539033835048986
2028Q1,Amprion,7084541.281929949,44938923.52209251,0.15764821955397096,0.0034265526220398843
2028Q2,Amprion,3729688.860043357,40530954.86395227,0.09202074988271486,0.004062800022097985
2028Q3,Amprion,3139330.7642457425,40650838.078047425,0.07722671690601793,0.004206225710532224
2028Q4,Amprion,6346992.591722664,43702665.922268875,0.1452312452291046,0.0035469331223145183
2029Q1,Amprion,7155386.694749249,45163618.13970296,0.1584325390542395,0.0034189487749715676
2029Q2,Amprion,3766985.748643791,40733609.63827203,0.09247856455874827,0.0040583615849802065
2029Q3,Amprion,3170724.0718881995,40854092.26843766,0.07761092942793842,0.004202500834053425
2029Q4,Amprion,6410462.51763989,43921179.25188022,0.1459537887377071,0.0035399281832077696
2030Q1,Amprion,7226940.561696741,45389436.23040148,0.159220760641574,0.0034113070978183356
2030Q2,Amprion,3804655.606130229,40937277.68646338,0.0929386569197371,0.004053901066085722
2030Q3,Amprion,3202431.312607082,41058362.72977985,0.0779970534549431,0.0041987574258508485
2030Q4,Amprion,6474567.14281629,44140785.14813961,0.14667992699013357,0.003532888393657705
2031Q1,Amprion,7299209.967313708,45616383.41155348,0.16001290372934304,0.0034036274023708096
2031Q2,Amprion,3842702.162191531,41141964.074895695,0.09340103829744724,0.004049418355554953
2031Q3,Amprion,3234455.625733153,41263654.54342874,0.0783850984970075,0.004194995393726867
2031Q4,Amprion,6539312.814244453,44361489.073880315,0.14740967787068146,0.003525813580279029
2032Q1,Amprion,7372202.066986845,45844465.32861124,0.160808987827499,0.0033959094994832455
2032Q2,Amprion,3881129.183813446,41347673.89527017,0.0938657200800216,0.004044913342981734
2032Q3,Amprion,3266800.1819904847,41469972.816145875,0.0787750741114205,0.0041912146450251535
2032Q4,Amprion,6604705.942386897,44583296.51924971,0.14814305935262517,0.0035187035688238437
2033Q1,Amprion,7445924.087656715,46073687.6552543,0.16160903254305872,0.003388153199068874
2033Q2,Amprion,3919940.4756515813,41554412.26474652,0.09433271371226054,0.0040403859174106445
2033Q3,Amprion,3299468.1838103896,41677322.6802266,0.07916698990301961,0.004187415086628409
2033Q4,Amprion,6670753.001810767,44806213.001845956,0.14888008949865816,0.003511558184177338
2034Q1,Amprion,7520383.328533281,46304056.09353056,0.16241305758058638,0.0033803583100952307
2034Q2,Amprion,3959139.8804080975,41762184.32607024,0.09480203069590365,0.004035835967334225
2034Q3,Amprion,3332462.865648493,41885709.29362773,0.07956085552442767,0.004183596624956057
2034Q4,Amprion,6737460.531828873,45030244.06685517,0.14962078646133806,0.0035043772503534874
2035Q1,Amprion,7595587.161818613,46535576.3739982,0.16322108274267888,0.0033725246405794315
2035Q2,Amprion,3998731.279212178,41970995.24770059,0.09527368258991313,0.004031263380690257
2035Q3,Amprion,3365787.494304978,42095137.84009587,0.07995668067629048,0.004179759165961951
2035Q4,Amprion,6804835.137147162,45255395.28718945,0.1503651684835338,0.0034971605904907145
2036Q1,Amprion,7671543.033436799,46768254.2558682,0.1640331279304534,0.003364651997583453
2036Q2,Amprion,4038718.5920042996,42180850.22393908,0.09574768101075848,0.004026668044859006
2036Q3,Amprion,3399445.369248028,42305613.52929634,0.08035447510751584,0.004175902615132052
2036Q4,Amprion,6872883.488518634,45481672.26362539,0.15111325389887476,0.0034899080268475276
2037Q1,Amprion,7748258.463771168,47002095.527147524,0.1648492131440378,0.003356740187209384
2037Q2,Amprion,4079105.777924343,42391754.47505878,0.09622403763270256,0.004022049846660443
2037Q3,Amprion,3433439.8229405084,42517141.59694282,0.08075424861551343,0.004172026877482107
2037Q4,Amprion,6941612.32340382,45709080.62494351,0.15186506113220252,0.0034826193807981597
2038Q1,Amprion,7825741.04840888,47237106.00478326,0.16566935848306288,0.0033487890145946463
2038Q2,Amprion,4119896.8357035867,42603713.24743407,0.09670276418808915,0.0040174086723514316
2038Q3,Amprion,3467774.2211699137,42729727.30492753,0.0811560110464364,0.004168131857555296
2038Q4,Amprion,7011028.446637859,45937626.02806822,0.15262060870002445,0.0034752944728281415
2039Q1,Amprion,7903998.458892969,47473291.53480717,0.16649358414715776,0.0033407982839072023
2039Q2,Amprion,4161095.804060622,42816731.81367124,0.09718387246763188,0.004012744407622976
2039Q3,Amprion,3502451.9633816127,42943375.94145217,0.08155977229542365,0.004164217459419892
2039Q4,Amprion,7081138.731104238,46167314.15820856,0.15337991521096989,0.0034679331225299197
2040Q1,Amprion,7983038.443481899,47710657.992481194,0.16732191043644712,0.0033327677983407133
2040Q2,Amprion,4202706.762101228,43030815.472739585,0.0976673743207047,0.004008056937597364
2040Q3,Amprion,3537476.4830154288,43158092.82115942,0.08196554230684368,0.0041602835866669
2040Q4,Amprion,7151950.11841528,46398150.7289996,0.15414299936624834,0.003460535148598367
2041Q1,Amprion,8062868.827916718,47949211.282443605,0.16815435775205134,0.003324697360109718
2041Q2,Amprion,4244733.829722241,43245969.550103284,0.09815328165563357,0.004003346146825352
2041Q3,Amprion,3572851.247845583,43373883.28526521,0.08237333107453944,0.004156330142407676
2041Q4,Amprion,7223469.619599434,46630141.482644595,0.1549098799601103,0.003453100368826366
2042Q1,Amprion,8143497.516195885,48188957.33885582,0.16899094659658892,0.0033165867704447356
2042Q2,Amprion,4287181.168019463,43462199.39785379,0.09864160643998998,0.003998611919283336
2042Q3,Amprion,3608579.7603240395,43590752.70169153,0.08278314864207448,0.004152357029271539
2042Q4,Amprion,7295704.315795427,46863292.19005781,0.15568057588030987,0.0034456286001002707
2043Q1,Amprion,8224932.491357844,48429902.12555009,0.16983169757468142,0.003308435829587387
2043Q2,Amprion,4330052.979699658,43679510.39484306,0.09913236070088546,0.003993854138370459
2043Q3,Amprion,3644665.5579272793,43808706.465199985,0.08319500510298031,0.004148364149403384
2043Q4,Amprion,7368661.358953382,47097608.651008084,0.15645510610857016,0.0034381196583954388
2044Q1,Amprion,8307181.816271422,48672051.63617783,0.17067663139346098,0.0033002443367854788
2044Q2,Amprion,4373353.509496654,43897907.946817264,0.099625556525268,0.0039890726869057785
2044Q3,Amprion,3681112.213506552,44027749.99752598,0.08360891060100509,0.004144351404461254
2044Q4,Amprion,7442347.972542915,47333096.69426312,0.15723348972105058,0.0034305733587716783
2045Q1,Amprion,8390253.634434137,48915411.89435872,0.1715257688630802,0.003292012090288038
2045Q2,Amprion,4417087.044591621,44117397.486551344,0.10012120606021958,0.003984267447125354
2045Q3,Amprion,3717923.335641618,44247888.74751361,0.08402487533036335,0.0041403186956139384
2045Q4,Amprion,7516771.452268345,47569762.177734435,0.15801574588881706,0.003422989515368697
2046Q1,Amprion,8474156.170778478,49159988.95383051,0.17237913089722487,0.0032837388873403622
2046Q2,Amprion,4461257.915037537,44337984.4739841,0.1006193215132555,0.003979438300679355
2046Q3,Amprion,3755102.5689980336,44469128.191251166,0.08444290953598704,0.0041362659235385305
2046Q4,Amprion,7591939.166791029,47807610.988623105,0.15880189387831367,0.0034153679414015183
2021Q1,TenneT,12447538.18763111,36111271.20442925,0.34469952932879167,0.12715710853226286
2021Q2,TenneT,7708988.706875039,32033876.410622682,0.2406511346943537,0.11115882842036676
2021Q3,TenneT,6477958.469000448,32595113.862966057,0.19874016996027677,0.10471467946514934
2021Q4,TenneT,11609727.10634837,35641542.32964574,0.3257358225121389,0.12424128561468112
2022Q1,TenneT,12572013.569507422,36291827.56045139,0.3464144523602783,0.12742079178393106
2022Q2,TenneT,7786078.59394379,32194045.792675793,0.24184840402119132,0.11134291823864242
2022Q3,TenneT,6542738.053690452,32758089.432280883,0.19972892702475578,0.10486670884086176
2022Q4,TenneT,11725824.377411852,35819750.041293964,0.32735639874354255,0.12449046228466978
2023Q1,TenneT,12697733.705202496,36473286.69825365,0.34813790734714534,0.1276857868925727
2023Q2,TenneT,7863939.379883228,32355016.02163917,0.24305162991184404,0.11152792392666078
2023Q3,TenneT,6608165.434227357,32921879.879442286,0.2007226032786103,0.10501949458162746
2023Q4,TenneT,11843082.621185971,35998848.79150043,0.32898503754326175,0.1247408786395838
2024Q1,TenneT,12824711.04225452,36655653.13174491,0.3498699367369322,0.12795210038483948
2024Q2,TenneT,7942578.77368206,32516791.10174736,0.2442608420009577,0.11171385004098766
2024Q3,TenneT,6674247.08856963,33086489.278839495,0.20172122319541932,0.10517304045045665
2024Q4,TenneT,11961513.447397832,36178843.03545793,0.3306217790235765,0.12499254084700978
2025Q1,TenneT,12952958.152677067,36838931.39740363,0.35161058318835975,0.12821973881985382
2025Q2,TenneT,8022004.561418881,32679375.05725609,0.24547607007061428,0.11190070116085847
2025Q3,TenneT,6740989.559455327,33251921.725233685,0.20272481137052095,0.10532735022908105
2025Q4,TenneT,12081128.58187181,36359737.250635214,0.33226666349633066,0.12524545510521903
2026Q1,TenneT,13082487.734203838,37023126.05439064,0.3533598895723815,0.12848870878937074
2026Q2,TenneT,8102224.607033068,32842771.932542372,0.24669734405106505,0.11208848188829082
2026Q3,TenneT,6808399.45504988,33418181.333859853,0.20373339252161807,0.10548242771804683
2026Q4,TenneT,12201939.867690528,36541535.93688839,0.33391973147392434,0.12549962764331982
2027Q1,TenneT,13213312.611545878,37208241.684662595,0.35511789897323914,0.12875901691793995
2027Q2,TenneT,8183246.853103399,33006985.79220508,0.2479246940214684,0.11227719684819795
2027Q3,TenneT,6876483.44960038,33585272.24052915,0.20474699148938738,0.10563827673680848
2027Q4,TenneT,12323959.266367434,36724243.61657282,0.3355810236703122,0.1257550647214112
2028Q1,TenneT,13345445.737661336,37394282.893085904,0.35688465468952396,0.12903066986306924
2028Q2,TenneT,8265079.321634434,33172020.7211661,0.24915815021063,0.11246685068850265
2028Q3,TenneT,6945248.284096383,33753198.601731785,0.20576563323809083,0.10579490112382267
2028Q4,TenneT,12447198.85903111,36907864.83465568,0.33725058100200533,0.12601177263073687
2029Q1,TenneT,13478900.19503795,37581254.307551324,0.3586602002352431,0.12930367431538822
2029Q2,TenneT,8347730.114850778,33337880.82477193,0.2503977429977476,0.11265744808025163
2029Q3,TenneT,7014700.766937346,33921964.59474044,0.20678934285619077,0.10595230473664291
2029Q4,TenneT,12571670.847621419,37092404.15882896,0.33892844458907995,0.12626975769384025
2030Q1,TenneT,13613689.196988327,37769160.57908908,0.36044457934089097,0.12957803699881323
2030Q2,TenneT,8431207.415999286,33504570.228895783,0.2516435029131593,0.11284899371773072
2030Q3,TenneT,7084847.774606721,34091574.41771414,0.2078181455569679,0.10611049145201448
2030Q4,TenneT,12697387.556097634,37277866.1796231,0.3406146557561899,0.12652902626472026
2031Q1,TenneT,13749826.088958211,37958006.38198452,0.3622378359545274,0.12985376467071305
2031Q2,TenneT,8515519.490159279,33672093.08004026,0.2528954606390954,0.11304149231858034
2031Q3,TenneT,7155696.252352787,34262032.289802715,0.20885206667914183,0.10626946516597
2031Q4,TenneT,12824361.43165861,37464255.51052121,0.34230925603358386,0.12678958472898774
2032Q1,TenneT,13887324.349847792,38147796.41389444,0.36404001424285837,0.130130864122075
2032Q2,TenneT,8600674.685060872,33840453.54544046,0.25415364701043425,0.11323494862391179
2032Q3,TenneT,7227253.2148763165,34433342.451251715,0.2098911316874959,0.1064292297939253
2032Q4,TenneT,12952605.045975195,37651576.788073815,0.34401228715812904,0.1270514395040227
2033Q1,TenneT,14026197.593346274,38338535.39596391,0.3658511585923254,0.1304093421776726
2033Q2,TenneT,8686681.431911482,34009655.813167654,0.25541809301546137,0.11342936739842402
2033Q3,TenneT,7299525.747025079,34605509.163507976,0.2109353661735033,0.10658978927077588
2033Q4,TenneT,13082131.096434949,37839834.672014184,0.3457237910743387,0.1273145970391325
2034Q1,TenneT,14166459.569279734,38530228.072943725,0.36767131361019767,0.13068920569623338
2034Q2,TenneT,8773548.246230597,34179704.092233494,0.25668882979663277,0.11362475343052086
2034Q3,TenneT,7372521.004495329,34778536.70932551,0.21198479585595859,0.10675114755099388
2034Q4,TenneT,13212952.407399297,38029033.84537424,0.34744380993540513,0.1275790638157105
2035Q1,TenneT,14308124.16497253,38722879.21330844,0.3695005241256713,0.1309704615706079
2035Q2,TenneT,8861283.728692902,34350602.61269465,0.25796588865134246,0.11382111153242916
2035Q3,TenneT,7446246.214540282,34952429.39287213,0.21303944658161011,0.10691330860872542
2035Q4,TenneT,13345081.931473289,38219179.01460112,0.3491723861042379,0.12784484634739585
2036Q1,TenneT,14451205.406622257,38916493.60937498,0.3713388351909732,0.1312531167279395
2036Q2,TenneT,8949896.56597983,34522355.62575812,0.25924930103269245,0.11401844654031709
2036Q3,TenneT,7520708.676685685,35127191.53983649,0.21409934432579728,0.10707627643788845
2036Q4,TenneT,13478532.750788022,38410274.909674115,0.35090956215450786,0.12811195118023386
2037Q1,TenneT,14595717.46068848,39111076.077421844,0.37318629208247067,0.13153717812983495
2037Q2,TenneT,9039395.53163963,34694967.403886914,0.260539098550268,0.11421676331441338
2037Q3,TenneT,7595915.763452543,35302827.497535676,0.2151645151930898,0.10724005505227119
2037Q4,TenneT,13613318.078295903,38602326.28422248,0.3526553808716945,0.12838038489283723
2038Q1,TenneT,14741674.635295365,39306631.45780895,0.3750429403017865,0.13182265277253585
2038Q2,TenneT,9129789.486956026,34868442.24090634,0.26183531297091617,0.1144160667391271
2038Q3,TenneT,7671874.9210870685,35479341.63502334,0.21623498541793112,0.10740464848563097
2038Q4,TenneT,13749451.259078862,38795337.915643595,0.35440988525414074,0.12865015409654806
2039Q1,TenneT,14889091.381648319,39503164.61509799,0.3769088255769198,0.13210954768709096
2039Q2,TenneT,9221087.381825587,35042784.45211087,0.2631379762195277,0.11461636172316778
2039Q3,TenneT,7748593.670297938,35656738.34319846,0.21731078136528395,0.10757006079179351
2039Q4,TenneT,13886945.771669652,38989314.6052218,0.35617311851411176,0.12892126543560078
2040Q1,TenneT,15037982.295464803,39700680.43817347,0.37878399386337225,0.13239786993952946
2040Q2,TenneT,9313298.255643843,35217998.374371424,0.26444712037982393,0.11481765319966633
2040Q3,TenneT,7826079.607000918,35835022.03491445,0.21839192953128045,0.1077362960447529
2040Q4,TenneT,14025815.229386348,39184261.17824791,0.35794512407885853,0.12919372558728556
2041Q1,TenneT,15188362.11841945,39899183.84036434,0.3806684913452796,0.1326876266310348
2041Q2,TenneT,9406431.23820028,35394088.36624327,0.26576277769514645,0.11501994612629673
2041Q3,TenneT,7904340.403070928,36014197.145089015,0.2194784565438739,0.1079033583387718
2041Q4,TenneT,14166073.381680213,39380182.484139144,0.35972594559168874,0.1294675412621131
2042Q1,TenneT,15340245.739603644,40098679.75956616,0.3825623644365496,0.13297882489811977
2042Q2,TenneT,9500495.550582284,35571058.80807449,0.2670849805692517,0.11522324548539793
2042Q3,TenneT,7983383.807101638,36194268.130814455,0.22057038916349525,0.10807125178848233
2042Q4,TenneT,14307734.115497014,39577083.396559834,0.36151562691304046,0.12974271920397956
2043Q1,TenneT,15493648.196999682,40299173.15836398,0.3844656597820052,0.13327147191280217
2043Q2,TenneT,9595500.506088106,35748914.102114856,0.26841376156710867,0.11542755628409664
2043Q3,TenneT,8063217.645172653,36375239.47146852,0.22166775428371163,0.10823998052898744
2043Q4,TenneT,14450811.456651984,39774968.81354263,0.3633142121215631,0.1300192661903329
2044Q1,TenneT,15648584.678969678,40500669.024155796,0.3863784242585326,0.1335655748827815
2044Q2,TenneT,9691455.511148987,35927658.67262542,0.2697491534157013,0.11563288355443069
2044Q3,TenneT,8143849.82162438,36557115.668825865,0.2227705789318893,0.10840954871596271
2044Q4,TenneT,14595319.571218504,39973843.657610334,0.36512174551520277,0.13029718903233975
2045Q1,TenneT,15805070.525759377,40703172.36927657,0.38830070497623687,0.13386114105161648
2045Q2,TenneT,9788370.066260478,36107296.96598855,0.2710911890048342,0.11583923235347285
