Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Oct 9, 2022;Oct 10, 2022;14,472.00;11,238.25;11,417.25;22,196.00;288.00;31,267.25;20,805.75;4,488.00;7,944.75;3,024.00
Oct 10, 2022;Oct 11, 2022;14,472.00;13,530.25;4,055.50;18,350.00;288.00;31,141.00;44,574.50;4,471.75;11,258.25;3,024.00
Oct 11, 2022;Oct 12, 2022;14,472.00;12,797.00;1,989.50;10,870.25;288.00;31,008.50;47,667.50;4,488.00;10,888.25;3,024.00
Oct 12, 2022;Oct 13, 2022;14,472.00;14,149.50;954.25;12,026.75;288.00;31,081.00;48,768.00;4,488.00;10,762.75;3,024.00
Oct 13, 2022;Oct 14, 2022;14,472.00;13,335.75;2,149.50;9,736.00;288.00;31,119.50;52,942.75;4,488.00;12,534.50;3,030.50
Oct 14, 2022;Oct 15, 2022;14,472.00;14,368.50;7,401.50;7,118.25;288.00;31,086.50;28,915.50;4,487.25;11,946.25;3,050.75
Oct 15, 2022;Oct 16, 2022;14,472.00;11,456.50;17,632.75;9,268.00;288.00;30,976.50;16,744.75;4,476.00;4,449.75;3,024.00
Oct 16, 2022;Oct 17, 2022;14,472.00;10,136.25;7,792.50;15,268.75;288.00;30,922.00;15,240.50;4,487.75;6,109.50;3,024.00
Oct 17, 2022;Oct 18, 2022;14,472.00;11,165.75;4,162.50;22,059.25;288.00;30,862.50;43,930.50;4,557.00;9,443.00;3,032.75
Oct 18, 2022;Oct 19, 2022;14,472.00;11,214.00;4,711.50;15,731.75;288.00;30,922.50;53,059.50;4,794.50;8,496.00;3,130.75
Oct 19, 2022;Oct 20, 2022;14,472.00;10,483.50;5,877.25;9,807.00;288.00;30,980.50;22,448.00;4,841.00;10,640.75;3,753.00
Oct 20, 2022;Oct 21, 2022;14,472.00;10,582.00;8,015.00;7,695.75;288.00;31,148.75;27,930.75;5,049.50;9,281.00;3,908.75
Oct 21, 2022;Oct 22, 2022;14,472.00;11,249.00;11,919.50;4,771.75;288.00;31,024.25;26,421.00;4,871.50;10,493.00;3,024.00
Oct 22, 2022;Oct 23, 2022;14,472.00;10,032.00;7,510.00;19,161.50;288.00;31,104.25;7,958.00;4,478.25;5,516.75;3,024.00
Oct 23, 2022;Oct 24, 2022;14,472.00;9,779.75;11,666.50;14,047.75;288.00;31,090.50;5,180.00;4,674.25;4,247.50;3,024.00
Oct 24, 2022;Oct 25, 2022;14,472.00;9,542.75;19,689.75;5,391.50;288.00;31,035.00;31,050.25;6,974.25;5,490.75;3,024.00
Oct 25, 2022;Oct 26, 2022;14,472.00;12,110.75;9,653.25;17,810.75;288.00;31,129.25;21,987.75;5,075.75;8,447.75;3,076.25
Oct 26, 2022;Oct 27, 2022;14,472.00;12,461.50;8,184.50;14,036.25;288.00;31,118.25;12,865.25;5,203.75;8,272.75;3,072.75
Oct 27, 2022;Oct 28, 2022;14,472.00;12,531.50;4,580.00;19,841.00;288.00;31,092.50;8,631.75;5,202.00;9,271.75;3,036.25
Oct 28, 2022;Oct 29, 2022;14,472.00;12,653.25;8,324.00;12,211.75;288.00;30,918.00;10,709.75;5,206.75;7,588.00;3,135.75
Oct 29, 2022;Oct 30, 2022;14,472.00;11,207.25;3,373.75;15,722.50;288.00;30,801.00;6,753.50;4,882.25;6,242.50;3,024.00
Oct 30, 2022;Oct 31, 2022;15,075.00;11,720.50;1,105.75;16,741.25;300.00;32,027.50;4,594.50;5,036.00;9,232.25;3,150.00
Oct 31, 2022;Nov 1, 2022;14,472.00;11,716.00;2,267.50;11,703.00;288.00;30,727.75;10,170.25;5,016.75;12,642.75;3,024.00
Nov 1, 2022;Nov 2, 2022;14,472.00;10,132.75;12,787.25;9,555.00;288.00;30,636.00;16,696.00;4,944.00;8,144.75;3,024.00
Nov 2, 2022;Nov 3, 2022;14,472.00;9,243.00;9,530.50;11,986.25;288.00;30,672.25;26,347.75;4,814.00;8,297.00;3,024.00
Nov 3, 2022;Nov 4, 2022;14,472.00;9,945.00;11,598.00;7,476.00;288.00;30,570.50;8,385.75;5,023.25;10,084.00;3,339.00
Nov 4, 2022;Nov 5, 2022;14,472.00;11,324.75;8,114.25;7,009.00;288.00;30,467.25;39,916.75;4,619.75;10,975.75;3,024.00
Nov 5, 2022;Nov 6, 2022;14,472.00;8,980.00;2,854.50;5,726.75;288.00;30,419.75;16,785.75;4,943.25;6,378.25;3,024.00
Nov 6, 2022;Nov 7, 2022;14,472.00;9,329.25;10,071.50;11,774.25;288.00;30,373.25;33,299.00;4,488.25;8,589.25;3,565.50
Nov 7, 2022;Nov 8, 2022;14,472.00;8,865.75;12,707.00;9,745.50;288.00;30,065.00;36,318.25;4,487.25;9,983.00;3,024.00
Nov 8, 2022;Nov 9, 2022;14,472.00;9,441.75;10,134.50;11,859.00;288.00;29,957.75;28,961.75;4,482.75;10,380.75;3,024.00
Nov 9, 2022;Nov 10, 2022;14,472.00;10,254.25;11,946.00;5,262.50;288.00;29,751.75;28,965.25;4,804.75;9,889.25;3,024.00
Nov 10, 2022;Nov 11, 2022;14,472.00;10,445.50;4,560.25;15,592.00;288.00;29,698.75;32,020.00;4,488.00;9,680.50;3,024.00
Nov 11, 2022;Nov 12, 2022;14,472.00;10,924.25;1,935.25;10,005.75;288.00;29,746.00;38,064.25;5,564.00;12,311.25;3,024.00
Nov 12, 2022;Nov 13, 2022;14,472.00;13,793.75;5,073.75;7,550.00;288.00;29,666.75;44,927.00;5,129.50;10,949.25;3,024.00
Nov 13, 2022;Nov 14, 2022;14,472.00;11,034.00;13,590.25;11,235.75;288.00;29,580.50;50,934.25;4,488.00;6,793.00;3,024.00
Nov 14, 2022;Nov 15, 2022;14,472.00;11,322.25;14,745.25;5,575.50;288.00;29,405.75;67,135.50;4,816.75;11,457.75;3,024.00
Nov 15, 2022;Nov 16, 2022;14,472.00;10,473.75;6,252.25;7,716.00;288.00;29,184.00;69,190.00;4,653.50;11,864.50;3,024.00
Nov 16, 2022;Nov 17, 2022;14,472.00;12,061.25;7,438.50;9,635.75;288.00;29,096.25;66,528.00;4,491.75;11,774.75;3,024.00
Nov 17, 2022;Nov 18, 2022;14,472.00;10,448.75;17,080.75;7,629.75;288.00;29,020.50;79,497.25;5,449.00;9,524.50;3,024.00
Nov 18, 2022;Nov 19, 2022;14,472.00;12,238.25;14,078.75;4,404.50;288.00;28,980.00;81,572.75;4,492.75;12,886.25;3,024.00
Nov 19, 2022;Nov 20, 2022;14,472.00;11,716.75;5,727.50;4,972.50;288.00;28,935.75;65,172.75;4,504.00;11,006.50;3,024.00
Nov 20, 2022;Nov 21, 2022;14,472.00;10,094.00;18,447.25;4,606.25;288.00;28,810.75;59,015.75;4,486.50;4,074.75;3,024.00
Nov 21, 2022;Nov 22, 2022;14,472.00;12,804.75;18,050.75;9,752.00;288.00;28,715.75;61,686.75;4,789.50;13,814.50;3,032.50
Nov 22, 2022;Nov 23, 2022;14,472.00;10,634.00;11,675.50;4,547.50;288.00;28,572.25;59,253.50;4,543.00;12,355.00;3,327.25
Nov 23, 2022;Nov 24, 2022;14,472.00;9,819.50;10,715.00;13,811.50;288.00;28,464.50;77,827.00;4,489.50;9,348.75;3,914.75
Nov 24, 2022;Nov 25, 2022;14,472.00;10,856.25;16,416.75;6,841.00;288.00;28,316.25;70,423.00;4,757.00;12,520.50;3,025.75
Nov 25, 2022;Nov 26, 2022;14,472.00;10,042.75;7,888.50;4,533.25;288.00;28,224.50;90,213.75;4,752.50;8,541.00;3,024.00
Nov 26, 2022;Nov 27, 2022;14,472.00;10,098.25;2,466.00;8,681.75;288.00;28,105.00;84,123.00;4,487.75;8,819.25;3,024.00
Nov 27, 2022;Nov 28, 2022;14,472.00;9,860.75;8,392.00;8,038.75;288.00;28,053.00;68,989.00;4,488.00;6,921.00;3,024.00
Nov 28, 2022;Nov 29, 2022;14,472.00;11,048.75;4,821.75;2,909.75;288.00;27,859.75;87,545.00;4,642.25;16,172.75;6,493.50
Nov 29, 2022;Nov 30, 2022;14,472.00;10,944.50;904.25;1,864.75;288.00;27,725.00;74,717.25;6,768.50;14,464.50;5,246.75
Nov 30, 2022;Dec 1, 2022;14,472.00;11,390.00;2,084.00;1,973.25;288.00;27,639.25;81,923.00;6,880.50;12,097.00;5,173.00
Dec 1, 2022;Dec 2, 2022;14,472.00;11,239.75;2,654.25;1,988.25;288.00;27,565.25;82,543.75;8,356.50;13,920.25;5,409.50
Dec 2, 2022;Dec 3, 2022;14,472.00;10,328.00;1,595.50;1,106.00;288.00;27,415.50;89,596.25;7,047.75;9,219.50;5,318.50
Dec 3, 2022;Dec 4, 2022;14,472.00;8,843.75;3,215.00;1,802.50;288.00;27,353.00;78,002.50;10,812.00;7,431.25;4,535.25
Dec 4, 2022;Dec 5, 2022;14,472.00;8,341.25;1,511.75;930.25;288.00;27,237.50;73,180.00;11,441.25;5,855.75;5,642.25
Dec 5, 2022;Dec 6, 2022;14,472.00;9,783.25;3,874.00;2,722.25;288.00;27,050.50;73,040.00;11,609.50;13,792.50;6,940.75
Dec 6, 2022;Dec 7, 2022;14,472.00;9,262.50;2,946.50;3,037.75;288.00;26,979.00;72,578.50;8,449.50;13,053.75;5,214.50
Dec 7, 2022;Dec 8, 2022;14,472.00;8,544.50;4,307.75;4,446.75;288.00;26,883.50;81,534.75;11,812.50;9,713.50;8,256.25
Dec 8, 2022;Dec 9, 2022;14,472.00;8,944.25;3,176.50;5,286.75;288.00;26,786.50;80,434.50;9,767.00;12,274.75;5,421.25
Dec 9, 2022;Dec 10, 2022;14,472.00;9,060.75;2,734.00;2,288.25;288.00;26,728.25;68,898.25;6,176.25;11,769.00;5,362.75
Dec 10, 2022;Dec 11, 2022;14,472.00;7,863.75;1,461.50;1,852.25;288.00;26,648.50;95,832.50;8,874.25;5,183.75;3,024.00
Dec 11, 2022;Dec 12, 2022;14,472.00;7,648.25;1,493.00;2,157.75;288.00;26,548.00;96,357.75;5,546.75;8,004.25;3,024.00
Dec 12, 2022;Dec 13, 2022;14,472.00;10,161.50;2,070.50;4,931.75;288.00;26,367.75;88,912.75;8,905.50;17,715.50;5,946.75
Dec 13, 2022;Dec 14, 2022;14,472.00;10,069.50;14,043.00;4,754.75;288.00;26,331.00;90,083.50;6,129.00;15,821.75;5,739.00
Dec 14, 2022;Dec 15, 2022;14,472.00;9,896.00;4,821.25;534.25;288.00;26,160.75;90,750.25;6,021.50;19,134.25;7,678.75
Dec 15, 2022;Dec 16, 2022;14,472.00;11,933.75;4,242.50;549.25;288.00;26,026.25;80,225.00;6,603.50;16,919.75;7,546.50
Dec 16, 2022;Dec 17, 2022;14,472.00;11,387.25;3,300.00;695.00;288.00;25,913.00;74,098.00;5,758.75;17,371.25;5,082.50
Dec 17, 2022;Dec 18, 2022;14,472.00;10,344.50;3,790.75;1,423.50;288.00;25,822.25;62,819.25;5,162.25;12,695.50;3,439.75
Dec 18, 2022;Dec 19, 2022;14,472.00;9,100.00;6,369.50;1,139.75;288.00;25,563.00;71,009.75;10,460.50;9,806.00;3,024.00
Dec 19, 2022;Dec 20, 2022;14,472.00;9,506.25;9,508.25;1,347.75;288.00;25,461.50;67,007.50;10,887.50;8,535.75;3,024.00
Dec 20, 2022;Dec 21, 2022;14,472.00;9,308.00;12,159.25;1,963.25;288.00;25,313.75;69,355.63;11,134.25;11,222.75;3,810.75
Dec 21, 2022;Dec 22, 2022;14,472.00;9,190.50;21,082.50;2,876.75;288.00;25,099.75;68,825.00;5,732.00;5,247.75;3,024.00
